databaseId,durationTotal,createdTime,endTime
368230331338976472,49338,2018-02-27 02:39:40.537000+00:00,2018-02-27 02:40:29.875000+00:00
368230331338976472,315,2018-02-23 22:42:42.452000+00:00,2018-02-23 22:42:42.767000+00:00
368230331338976472,748,2018-02-27 02:13:17.934000+00:00,2018-02-27 02:13:18.682000+00:00
368230331338976472,55905,2018-02-24 18:54:56.154000+00:00,2018-02-24 18:55:52.590000+00:00
368230331338976472,769,2018-02-24 01:48:52.253000+00:00,2018-02-24 01:48:53.220000+00:00
368230331338976472,16692,2018-02-28 10:01:20.528000+00:00,2018-02-28 10:01:37.220000+00:00
368230331338976472,7072,2018-02-23 09:54:07.744000+00:00,2018-02-23 09:54:14.816000+00:00
368230331338976472,1986,2018-02-27 09:56:07.530000+00:00,2018-02-27 09:56:09.390000+00:00
368230331338976472,27827,2018-02-27 22:58:19.224000+00:00,2018-02-27 22:58:47.510000+00:00
368230331338976472,938,2018-02-27 02:16:55.228000+00:00,2018-02-27 02:16:56.166000+00:00
368230331338976472,19429,2018-02-23 01:22:22.617000+00:00,2018-02-23 01:22:42.460000+00:00
368230331338976472,2159,2018-02-28 09:56:15.350000+00:00,2018-02-28 09:56:17.194000+00:00
368230331338976472,56506,2018-02-28 00:42:12.995000+00:00,2018-02-28 00:43:09.501000+00:00
368230331338976472,12980,2018-02-28 00:42:42.359000+00:00,2018-02-28 00:42:55.339000+00:00
368230331338976472,2583,2018-02-28 03:33:30.159000+00:00,2018-02-28 03:33:32.742000+00:00
368230331338976472,47603,2018-02-27 19:12:46.684000+00:00,2018-02-27 19:13:34.287000+00:00
368230331338976472,28734,2018-02-23 21:29:31.215000+00:00,2018-02-23 21:29:59.949000+00:00
368230331338976472,31373,2018-02-28 15:54:03.804000+00:00,2018-02-28 15:54:35.177000+00:00
368230331338976472,51694,2018-02-26 01:38:52.664000+00:00,2018-02-26 01:39:44.358000+00:00
368230331338976472,43747,2018-02-28 04:50:12.357000+00:00,2018-02-28 04:50:56.104000+00:00
368230331338976472,34366,2018-02-24 05:16:08.910000+00:00,2018-02-24 05:16:42.457000+00:00
368230331338976472,38132,2018-02-25 05:54:14.971000+00:00,2018-02-25 05:54:53.103000+00:00
368230331338976472,492,2018-02-22 21:13:15.909000+00:00,2018-02-22 21:13:16.401000+00:00
368230331338976472,67377,2018-02-26 15:58:31.937000+00:00,2018-02-26 15:59:39.314000+00:00
368230331338976472,751,2018-02-23 09:46:20.690000+00:00,2018-02-23 09:46:20.820000+00:00
368230331338976472,35659,2018-02-22 20:23:25.100000+00:00,2018-02-22 20:24:00.669000+00:00
368230331338976472,1460,2018-02-22 21:14:33.699000+00:00,2018-02-22 21:14:35.159000+00:00
368230331338976472,55451,2018-02-27 02:53:37.261000+00:00,2018-02-27 02:54:32.712000+00:00
368230331338976472,50281,2018-02-27 02:55:59.617000+00:00,2018-02-27 02:56:49.898000+00:00
368230331338976472,68658,2018-02-23 16:25:05.512000+00:00,2018-02-23 16:26:14.170000+00:00
368230331338976472,33643,2018-02-26 01:45:33.196000+00:00,2018-02-26 01:46:06.839000+00:00
368230331338976472,1075839,2018-02-22 21:04:48.257000+00:00,2018-02-22 21:22:44.960000+00:00
368230331338976472,41547,2018-02-26 01:46:46.928000+00:00,2018-02-26 01:47:28.475000+00:00
368230331338976472,40938,2018-02-24 02:04:10.940000+00:00,2018-02-24 02:04:51.320000+00:00
368230331338976472,41939,2018-02-22 04:53:36.363000+00:00,2018-02-22 04:54:18.302000+00:00
368230331338976472,2969,2018-02-23 00:46:20.687000+00:00,2018-02-23 00:46:23.656000+00:00
368230331338976472,55541,2018-02-26 16:40:27.440000+00:00,2018-02-26 16:41:22.981000+00:00
368230331338976472,51856,2018-02-25 01:15:20.158000+00:00,2018-02-25 01:16:12.140000+00:00
368230331338976472,31427,2018-02-21 21:53:29.452000+00:00,2018-02-21 21:54:00.879000+00:00
368230331338976472,441,2018-02-22 21:13:49.839000+00:00,2018-02-22 21:13:50.280000+00:00
368230331338976472,915,2018-02-28 16:21:45.374000+00:00,2018-02-28 16:21:46.289000+00:00
368230331338976472,34610,2018-02-22 21:06:53.110000+00:00,2018-02-22 21:07:27.621000+00:00
368230331338976472,3423,2018-02-22 22:05:45.511000+00:00,2018-02-22 22:05:48.934000+00:00
368230331338976472,46009,2018-02-22 18:22:34.544000+00:00,2018-02-22 18:23:20.553000+00:00
368230331338976472,3739,2018-02-23 09:45:30.553000+00:00,2018-02-23 09:45:34.292000+00:00
368230331338976472,59383,2018-02-28 03:29:11.745000+00:00,2018-02-28 03:30:11.128000+00:00
368230331338976472,154419,2018-02-28 08:51:10.363000+00:00,2018-02-28 08:53:44.782000+00:00
368230331338976472,2645,2018-02-22 19:13:26.858000+00:00,2018-02-22 19:13:29.503000+00:00
368230331338976472,1716,2018-02-22 22:10:38.212000+00:00,2018-02-22 22:10:39.928000+00:00
368230331338976472,43959,2018-02-25 01:05:55.991000+00:00,2018-02-25 01:06:39.950000+00:00
368230331338976472,44780,2018-02-26 21:16:12.684000+00:00,2018-02-26 21:16:57.464000+00:00
368230331338976472,2250,2018-02-25 09:51:52.941000+00:00,2018-02-25 09:51:55.191000+00:00
368230331338976472,844,2018-02-25 21:45:04.680000+00:00,2018-02-25 21:45:04.912000+00:00
368230331338976472,551,2018-02-26 18:37:53.631000+00:00,2018-02-26 18:37:54.182000+00:00
368230331338976472,31398,2018-02-27 17:09:29.796000+00:00,2018-02-27 17:10:01.194000+00:00
368230331338976472,24589,2018-02-28 02:15:28.851000+00:00,2018-02-28 02:15:53.440000+00:00
368230331338976472,2228,2018-02-26 05:32:39.214000+00:00,2018-02-26 05:32:41.442000+00:00
368230331338976472,679,2018-02-22 09:45:08.312000+00:00,2018-02-22 09:45:08.991000+00:00
